country,iso,survey_start_year,survey_end_year,age_group,population,region,sub_region,intermediate_region,contraceptive_any_method,contraceptive_any_modern_method,contraceptive_any_traditional_method,contraceptive_emergency_contraception,contraceptive_female_condom,contraceptive_female_sterilization,contraceptive_implant,contraceptive_injectable,contraceptive_iud,contraceptive_lactational_amenorrhea_method_lam,contraceptive_male_condom,contraceptive_male_sterilization,contraceptive_other_modern_methods,contraceptive_other_traditional_methods,contraceptive_pill,contraceptive_rhythm,contraceptive_vaginal_barrier_methods,contraceptive_withdrawal,unmet_need_limiting,unmet_need_spacing,unmet_need_total,demand_satisfied,data_source_datacatalog_id,data_source_datacatalog_longname,data_source_source,notes,notes_contraceptive_use_methods,notes_contraceptive_use_population,notes_contraceptive_use_residuals_modern_methods,notes_contraceptive_use_residuals_traditional_methods,notes_note_on_country,notes_unmet_need_indicator,notes_unmet_need_population_excluded,notes_unmet_need_population_included
Sudan,729,2006,2006,15-49,MW,Africa,Northern Africa,NA,9.5,9,0.4,NA,NA,0.5,NA,0.7,0.4,1.2,0,NA,NA,0,6.2,0.3,0,0.1,NA,NA,NA,NA,5223,Sudan 2006 Household Health Survey,National survey,,Estimate.,NA,NA,NA,Data pertain to pre-secession Northern Sudan.,NA,NA,NA
Sudan,729,2010,2010,15-49,MW,Africa,Northern Africa,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5,18.4,28.9,NA,5355,Sudan 2010 Household Health Survey Second Round,MICS,,NA,NA,NA,NA,"Data pertain to pre-secession Sudan, including data for South Sudan.",NA,NA,NA
Sudan,729,2014,2014,15-49,MW,Africa,Northern Africa,NA,12.2,11.7,0.5,NA,0,NA,0.3,1.4,0.4,0.4,0,NA,NA,0.3,9,0.2,0,0,7.5,19.1,26.6,30.2,5593,Sudan 2014 Multiple Indicator Cluster Survey,MICS,,Figures by method do not add up to the total.,NA,NA,NA,NA,NA,NA,NA
Suriname,740,1992,1992,15-44,AL,Americas,Latin America and the Caribbean,South America,48,46.6,1.4,NA,NA,5.8,NA,1.9,1.4,NA,4.8,NA,NA,NA,32.6,NA,NA,NA,NA,NA,NA,NA,2826,Suriname 1992 IPPF-WHR Caribbean Contraceptive Prevalence Survey,National survey,,NA,"Data pertain to all women of reproductive age, irrespective of marital status.",NA,NA,NA,NA,NA,NA
Suriname,740,1999,2e3,15-49,MW,Americas,Latin America and the Caribbean,South America,42.1,40.7,1.4,NA,NA,9.3,NA,2.6,1.7,0.1,2.5,0.1,NA,0.4,24.5,0.5,0,0.4,NA,NA,NA,NA,1945,Suriname 2000 Multiple Indicator Cluster Survey,MICS,,NA,NA,NA,NA,NA,NA,NA,NA
Suriname,740,2006,2006,15-49,MW,Americas,Latin America and the Caribbean,South America,45.6,45,0.6,NA,NA,9.1,NA,3.1,1.5,NA,3.9,0.1,NA,0.2,27.3,0.3,NA,0.1,NA,NA,NA,NA,1919,Suriname 2006 Multiple Indicator Cluster Survey,MICS,,NA,NA,NA,NA,NA,NA,NA,NA
Suriname,740,2010,2010,15-49,MW,Americas,Latin America and the Caribbean,South America,47.6,47.2,0.4,NA,0,11.1,0.2,4.4,2,NA,4.7,0.1,NA,0.1,24.7,0.3,NA,0.1,9.1,7.7,16.9,73.2,5030,Suriname 2010 Multiple Indicator Cluster Survey,MICS,,NA,NA,Figures on other modern and other traditional methods are combined.,NA,NA,"Infecundity measured, in part, with question on current use of contraception instead of ever use of contraception.",NA,NA
Swaziland,748,1988,1989,15-49,MW,Africa,Sub-Saharan Africa,Southern Africa,19.8,17.1,2.8,NA,NA,3.2,NA,5.5,1.8,NA,0.7,0.2,NA,1.1,5.5,0.5,0.2,1.2,NA,NA,NA,NA,2791,Swaziland 1988 Family Health Survey,RHS,,NA,Including single women who have borne a child.,NA,NA,NA,NA,NA,NA
Swaziland,748,2e3,2e3,15-49,MW,Africa,Sub-Saharan Africa,Southern Africa,27.7,26.1,1.6,NA,NA,6,NA,11.6,1.2,0.1,1.8,0,NA,0.4,5.4,0.4,NA,0.8,NA,NA,NA,NA,1931,Swaziland 2000 Multiple Indicator Cluster Survey,MICS,,NA,NA,NA,NA,NA,NA,NA,NA
Swaziland,748,2002,2002,15-49,AL,Africa,Sub-Saharan Africa,Southern Africa,40.1,38.6,1.5,NA,NA,2.2,NA,13.5,0.9,NA,16.2,NA,0.2,0.5,5.6,0.4,NA,0.6,NA,NA,NA,NA,2926,Swaziland 2002 Community Health Survey,National survey,,NA,"Data pertain to all women of reproductive age, irrespective of marital status.",Including male sterilization and implants.,NA,NA,NA,NA,NA
Swaziland,748,2006,2007,15-49,MW,Africa,Sub-Saharan Africa,Southern Africa,50.6,47.7,2.9,NA,0.1,5.8,0.1,17.2,1.4,0.9,12.2,0.2,NA,0.4,9.9,0.3,NA,2.2,18.1,6.7,24.7,63.3,1695,Swaziland 2006-2007 Demographic and Health Survey,DHS,,NA,NA,NA,Including folk methods.,NA,NA,NA,NA
Swaziland,748,2010,2010,15-49,MW,Africa,Sub-Saharan Africa,Southern Africa,65.2,63.1,2,NA,0.2,5.2,1.8,21.3,1.1,0.1,22.4,0.3,NA,0.7,10.7,0.2,0,1.1,7.5,5.5,13,80.7,5031,Swaziland 2010 Multiple Indicator Cluster Survey,MICS,,NA,NA,NA,NA,NA,"Infecundity measured, in part, with question on current use of contraception instead of ever use of contraception.",NA,NA
Swaziland,748,2014,2014,15-49,MW,Africa,Sub-Saharan Africa,Southern Africa,66.1,65.5,0.6,NA,0.8,3.7,3.8,21.9,0.7,NA,23.9,0,NA,0.1,10.5,0.2,0.2,0.3,9.4,5.8,15.2,80.6,5584,Swaziland 2014 Multiple Indicator Cluster Survey,MICS,,NA,NA,NA,NA,NA,NA,NA,NA
Sweden,752,1981,1981,20-44,SA,Europe,Northern Europe,NA,78,72,6,NA,NA,NA,NA,0,20,NA,25,NA,4,NA,23,NA,NA,NA,NA,NA,NA,NA,2722,Sweden 1981 World Fertility Survey,National survey,,NA,Data pertain to sexually active women of reproductive age.,"Including male and female sterilization, male condoms, injectables, implants and vaginal barrier methods.","Including abstinence, rhythm and withdrawal.",NA,NA,NA,NA
Sweden,752,1996,1996,18-44,SA,Europe,Northern Europe,NA,75.2,64.8,10.4,NA,NA,NA,NA,0,16.2,NA,16.4,NA,4.1,NA,27.4,2.6,0.7,7.8,NA,NA,NA,NA,2868,Sweden 1996 National Survey on Sexual Behavior,National survey,,Data pertain to methods used at last sex.,Data pertain to women who have ever had sex.,Including male and female sterilization.,NA,NA,NA,NA,NA
Switzerland,756,1980,1980,See notes,HW,Europe,Western Europe,NA,71.2,64.9,6.4,NA,NA,NA,NA,0,10.6,NA,8.4,NA,15.8,0.4,28,4.2,2.1,1.8,NA,NA,NA,NA,2706,Switzerland 1980 Kontrazeption in der Schweiz,National survey,,NA,Data pertain to a sample of husbands and wives married between 1970 and 1979.,Including male and female sterilization.,NA,NA,NA,NA,NA
Switzerland,756,1994,1995,20-49,MW,Europe,Western Europe,NA,82,77.5,4.5,NA,NA,13.8,NA,0.3,6,NA,14.2,8.3,NA,0,34.1,2.3,0.9,2.2,NA,NA,NA,NA,2846,Switzerland 1994-1995 Fertility and Family Survey,FFS,,Including some cases of sterilization for non-contraceptive reasons.,NA,NA,NA,NA,NA,NA,NA
Switzerland,756,2012,2012,15-49,MW,Europe,Western Europe,NA,72.9,69.2,3.7,NA,NA,NA,NA,NA,12.5,NA,15.2,NA,17,3.7,24.5,NA,NA,NA,NA,NA,NA,NA,6018,Switzerland 2012 Health Survey,National survey,,NA,NA,"Including male and female sterilization, contraceptive patch, implants and injectables, female condom, diaphragme or cervical cap, emergency contraception.",NA,NA,NA,NA,NA
Syrian Arab Republic,760,1978,1978,<50,MW,Asia,Western Asia,NA,29.5,22.4,7,NA,NA,0.5,NA,0.5,0.9,NA,1,0.1,NA,0.5,17.5,4.2,1.9,2.3,NA,NA,NA,NA,125,Syrian Arab Republic 1978 World Fertility Survey,WFS,,NA,Data pertain to women exposed to the risk of pregnancy.,NA,Including abstinence and douching.,NA,NA,NA,NA
Syrian Arab Republic,760,1993,1993,15-49,MW,Asia,Western Asia,NA,39.6,28.3,11.3,NA,NA,2.2,NA,0,15.7,NA,0.3,0,NA,3.6,9.9,6.7,0.2,1,NA,NA,NA,NA,663,Syrian Arab Republic 1993 Maternal and Child Health Survey,PAPCHILD,,NA,NA,NA,Including breastfeeding.,NA,NA,NA,NA
Syrian Arab Republic,760,2001,2001,15-49,MW,Asia,Western Asia,NA,46.6,35.1,11.5,NA,NA,1.4,NA,0.3,20,NA,0.9,0,NA,1.9,12.2,8.6,0,1,NA,NA,NA,NA,147,Syrian Arab Republic 2001 Family Health Survey,PAPFAM,,NA,NA,NA,Including breastfeeding.,NA,NA,NA,NA
Syrian Arab Republic,760,2006,2006,15-49,MW,Asia,Western Asia,NA,58.3,46.6,11.7,NA,NA,1.2,NA,0.9,25.7,4,1.6,NA,NA,0.8,12.9,9.2,0.2,1.7,NA,NA,NA,NA,51,Syrian Arab Republic 2006 Multiple Indicator Cluster Survey,MICS,,NA,NA,NA,NA,NA,NA,NA,NA
Syrian Arab Republic,760,2009,2009,15-49,MW,Asia,Western Asia,NA,53.9,37.5,16.4,NA,NA,2.6,NA,0.9,22.8,NA,2.1,NA,NA,7.5,8.9,8.9,NA,NA,4.9,11.5,16.4,53.3,5399,Syrian Arab Republic 2009 Family Health Survey ,PAPFAM,,Figures by method do not add up to the total.,NA,NA,Including breastfeeding.,NA,Survey did not ask whether a child was wanted.,NA,NA
Tajikistan,762,2e3,2e3,15-49,MW,Asia,Central Asia,NA,33.9,28.3,5.6,NA,NA,0.2,NA,0.9,25.1,1,0.4,0.1,NA,0.1,0.6,2.5,NA,3,NA,NA,NA,NA,1924,Tajikistan 2000 Multiple Indicator Cluster Survey,MICS,,NA,NA,NA,NA,NA,NA,NA,NA
Tajikistan,762,2005,2005,15-49,MW,Asia,Central Asia,NA,37.9,36.2,1.8,NA,0,0.4,0,2.4,26.3,3.1,1.4,0.4,NA,0.1,2.1,0.3,0,1.4,NA,NA,NA,NA,724,Tajikistan 2005 Multiple Indicator Cluster Survey,MICS,,NA,NA,NA,NA,NA,NA,NA,NA
Tajikistan,762,2007,2007,15-49,MW,Asia,Central Asia,NA,37.1,31.7,5.5,NA,NA,NA,NA,0.7,25.9,NA,1.3,NA,0.3,2.9,2.6,1.9,0.9,0.7,NA,NA,NA,NA,5176,Tajikistan 2007 Living Standards Measurement Survey ,LSMS,,NA,NA,Including male and female sterilization.,Including abstinence and douching.,NA,NA,NA,NA
Tajikistan,762,2012,2012,15-49,MW,Asia,Central Asia,NA,27.9,25.8,2.1,NA,NA,0.6,0,2,18.5,0.1,2.2,NA,NA,0,2.3,0.1,0,1.9,11,11.8,22.9,50.8,5070,Tajikistan 2012 Demographic and Health Survey,DHS,,Figures by method do not add up to the total.,NA,NA,NA,NA,NA,NA,NA
Thailand,764,1969,1970,15-44,MW,Asia,South-eastern Asia,NA,14.8,14.8,NA,NA,NA,5.5,NA,0.4,2.2,NA,0.8,2.1,NA,NA,3.8,NA,NA,NA,NA,NA,NA,NA,3319,"Thailand 1969-1970 Longitudinal Study of Social, Economic and Demographic Change",National survey,,NA,NA,NA,NA,NA,NA,NA,NA
Thailand,764,1972,1973,15-44,MW,Asia,South-eastern Asia,NA,26.3,25.7,0.6,NA,NA,6.8,NA,0.9,4.6,NA,0.1,2.9,NA,0.6,10.4,NA,NA,NA,NA,NA,NA,NA,4643,"Thailand 1972-1973 Longitudinal Study of Social, Economic and Demographic Change",National survey,,NA,NA,NA,Including rhythm and withdrawal.,NA,NA,NA,NA
Thailand,764,1975,1975,15-44,MW,Asia,South-eastern Asia,NA,36.7,33.9,2.9,NA,NA,7.4,NA,2.1,6.5,NA,0.5,2.2,NA,2.9,15.2,NA,NA,NA,NA,NA,NA,NA,702,Thailand 1975 World Fertility Survey,WFS,,NA,NA,NA,"Including rhythm, withdrawal, abstinence and douching.",NA,NA,NA,NA
Thailand,764,1978,1978,15-44,MW,Asia,South-eastern Asia,NA,53.4,49.3,4.1,NA,NA,13,NA,4.7,4,NA,2.2,3.5,NA,4.1,21.9,NA,NA,NA,NA,NA,NA,NA,4644,Thailand 1978 Contraceptive Prevalence Survey,National survey,,NA,NA,NA,Including rhythm and withdrawal.,NA,NA,NA,NA
Thailand,764,1981,1981,15-44,MW,Asia,South-eastern Asia,NA,59,56.3,2.7,NA,NA,18.7,NA,7.1,4.2,NA,1.9,4.2,NA,2.7,20.2,NA,NA,NA,NA,NA,NA,NA,105,Thailand 1981 Contraceptive Prevalence Survey,National survey,,NA,NA,NA,Including rhythm and withdrawal.,NA,NA,NA,NA
Thailand,764,1984,1984,15-44,MW,Asia,South-eastern Asia,NA,64.6,62,2.6,NA,NA,23.5,NA,7.6,4.9,NA,1.8,4.4,NA,1.3,19.8,NA,NA,1.3,NA,NA,NA,NA,193,Thailand 1984 Contraceptive Prevalence Survey,National survey,,NA,NA,NA,NA,NA,NA,NA,NA
Thailand,764,1987,1987,15-49,MW,Asia,South-eastern Asia,NA,65.5,63.6,1.9,NA,NA,22.8,0,8.5,6.9,NA,1.1,5.7,NA,0.1,18.6,0.9,0,0.9,5.5,5.6,11.1,83,1783,Thailand 1987 Demographic and Health Survey,DHS,,NA,NA,NA,Including folk methods.,NA,NA,NA,NA
Thailand,764,1989,1989,15-44,MW,Asia,South-eastern Asia,NA,66.2,64.2,2,NA,NA,22.6,NA,9.3,4.2,NA,NA,3.4,NA,2.5,24.2,NA,NA,NA,NA,NA,NA,NA,25,Thailand 1989 Survey of Population Change,National survey,,Adjusted.,NA,NA,NA,NA,NA,NA,NA
Thailand,764,1993,1993,15-44,MW,Asia,South-eastern Asia,NA,73.9,72.2,1.9,NA,NA,19.8,0,14.8,5.7,NA,1.9,2.8,0,NA,27.2,0.9,0,1,NA,NA,NA,NA,2834,Thailand 1993 Survey on the Status of Women and Fertility,National survey,,Figures by method do not add up to the total.,NA,NA,NA,NA,NA,NA,NA
Thailand,764,1995,1996,15-44,MW,Asia,South-eastern Asia,NA,75.2,73.8,1.4,NA,NA,23.9,1.3,14.3,3.5,NA,0.5,1.9,NA,1.4,28.4,NA,NA,NA,NA,NA,NA,NA,788,Thailand 1995-1996 Survey of Population Change,National survey,,Adjusted.,NA,NA,NA,NA,NA,NA,NA
Thailand,764,1996,1997,15-44,MW,Asia,South-eastern Asia,NA,72.2,69.8,2.4,NA,NA,22,1.3,16.4,3.2,NA,1.8,2,0,NA,23.1,NA,0,NA,NA,NA,NA,NA,2869,Thailand 1996-1997 Contraceptive Prevalence Survey,National survey,,NA,NA,NA,NA,NA,NA,NA,NA
Thailand,764,2001,2001,15-49,MW,Asia,South-eastern Asia,NA,77.8,76.1,1.6,NA,NA,26.4,1.2,13.6,2.7,NA,1.9,1.9,NA,0.2,28.4,0.6,NA,0.8,NA,NA,NA,NA,5178,"Thailand 2001 Economic Crisis, Demographic Dynamics and Family in Thailand",National survey,,NA,NA,NA,NA,NA,NA,NA,NA
Thailand,764,2005,2006,15-49,MW,Asia,South-eastern Asia,NA,73.8,72.5,1.3,0.5,NA,24.9,0.7,12.5,1.1,NA,0.8,0.7,NA,0.8,31.3,0.5,NA,NA,NA,NA,NA,NA,111,Thailand 2005-2006 Survey of Population Change,National survey,,NA,NA,NA,NA,NA,NA,NA,NA
Thailand,764,2005,2006,15-49,MW,Asia,South-eastern Asia,NA,71.5,70.1,1.4,NA,NA,24.5,0.7,10.4,1.2,NA,1.4,1,NA,0.2,30.9,0.6,NA,0.4,NA,NA,NA,NA,175,Thailand 2005-2006 Multiple Indicator Cluster Survey,MICS,,Adjusted.,NA,NA,NA,NA,NA,NA,NA
Thailand,764,2006,2006,15-49,MW,Asia,South-eastern Asia,NA,81.1,79.8,1.3,NA,NA,26.6,0.8,12.4,1.2,NA,1.2,0.9,NA,1.3,36.7,NA,NA,NA,NA,NA,3.1,94.8,5179,Thailand 2006 Reproductive Health Survey,National survey,,NA,NA,NA,NA,NA,NA,NA,"Data pertain to women who are married and not using contraception because of concerns about method safety, accessibility or cost of services or who did not state a reason for non-use."
Thailand,764,2009,2009,15-49,MW,Asia,South-eastern Asia,NA,79.6,77.5,2.2,0.3,NA,23.7,0.4,14,0.9,NA,2.3,0.9,NA,0.5,35,1.7,NA,NA,NA,NA,NA,NA,5400,Thailand 2009 Reproductive Health Survey,National survey,,NA,NA,NA,NA,NA,NA,NA,NA
Thailand,764,2012,2012,15-49,MW,Asia,South-eastern Asia,NA,79.3,76.9,2.4,NA,NA,27.4,0.7,12.6,0.8,NA,2.6,0.5,NA,0.2,32.1,0.8,NA,1.5,NA,NA,6.9,89.2,5034,Thailand 2012 Multiple Indicator Cluster Survey,MICS,,NA,NA,"Including female condom, diaphragm/foam/jelly and lactational amenorrhea method (LAM).",NA,NA,NA,NA,NA
Thailand,764,2015,2016,15-49,MW,Asia,South-eastern Asia,NA,78.4,75.5,2.8,NA,NA,24.3,1.1,14,0.4,NA,2.5,0.4,NA,0.1,32.8,1.3,NA,1.5,2.9,3.3,6.2,89.2,5669,Thailand 2015-2016 Multiple Indicator Cluster Survey,MICS,,NA,NA,NA,NA,NA,NA,NA,NA
The former Yugoslav Republic of Macedonia,807,1970,1970,15-44,AL,Europe,Southern Europe,NA,43.2,3.1,40.1,NA,NA,NA,NA,NA,0.4,NA,1.7,NA,NA,NA,1,0.6,NA,39.5,NA,NA,NA,NA,5180,The former Yugoslav Republic of Macedonia 1970 Yugoslavia Fertility Survey,National survey,,Data pertain to methods used during  the last two months.,"Data pertain to all women of reproductive age, irrespective of marital status.",NA,NA,NA,NA,NA,NA
The former Yugoslav Republic of Macedonia,807,2011,2011,15-49,MW,Europe,Southern Europe,NA,40.2,12.8,27.4,NA,0,0.7,0,0.2,2,NA,8.3,0,NA,0.1,1.6,2.1,0,25.3,11.8,5.3,17.2,22.3,5035,The former Yugoslav Republic of Macedonia 2011 Multiple Indicator Cluster Survey,MICS,,NA,NA,Figures on other modern and other traditional methods are combined.,NA,NA,"Infecundity measured, in part, with question on current use of contraception instead of ever use of contraception.",NA,NA
Timor-Leste,626,1991,1991,15-49,MW,Asia,South-eastern Asia,NA,25.1,20.4,4.7,NA,NA,0.2,3.6,10.5,4.5,NA,0.2,0,NA,2.8,1.4,1.4,NA,0.5,6.7,11.5,18.3,47,2810,Timor-Leste 1991 Indonesia Demographic and Health Survey,DHS,,NA,NA,NA,Including folk methods.,NA,NA,NA,NA
Timor-Leste,626,1994,1994,15-49,MW,Asia,South-eastern Asia,NA,22.6,20.7,1.9,NA,NA,0.1,3,14.4,1,NA,0.2,0,NA,1,2,0.9,NA,0,5,8.3,13.3,57.7,2838,Timor-Leste 1994 Indonesia Demographic and Health Survey,DHS,,NA,NA,NA,NA,NA,NA,NA,NA
Timor-Leste,626,1997,1997,15-49,MW,Asia,South-eastern Asia,NA,26.7,25.1,1.6,NA,NA,1.2,2.4,17.7,1.8,NA,0,0,NA,0.4,1.9,1.2,NA,0,5.9,11.4,17.4,56.9,2874,Timor-Leste 1997 Indonesia Demographic and Health Survey,DHS,,NA,NA,NA,NA,NA,NA,NA,NA
Timor-Leste,626,2001,2001,15-49,MW,Asia,South-eastern Asia,NA,8,6.6,1.3,NA,NA,NA,NA,5.3,NA,NA,NA,NA,0.8,0.1,0.5,1.2,NA,0,NA,NA,NA,NA,2013,Timor-Leste 2001 Living Standards Measurement Survey,LSMS,,NA,NA,NA,Including folk methods.,NA,NA,NA,NA
Timor-Leste,626,2003,2003,15-49,MW,Asia,South-eastern Asia,NA,10,8.6,1.3,NA,NA,0.6,0.1,5.5,0,1.6,0,0,NA,0.2,0.8,1.1,0,0,NA,NA,NA,NA,18,Timor-Leste 2003 Demographic and Health Survey (national),National survey,,NA,NA,NA,NA,NA,NA,NA,NA
Timor-Leste,626,2007,2007,15-49,MW,Asia,South-eastern Asia,NA,19.8,15.8,4,NA,NA,NA,NA,12.5,NA,NA,NA,NA,1.4,0.7,1.9,2.7,NA,0.6,NA,NA,NA,NA,5181,Timor-Leste 2007 Survey of Living Standards,LSMS,,NA,NA,NA,Including folk methods.,NA,NA,NA,NA
Timor-Leste,626,2009,2010,15-49,MW,Asia,South-eastern Asia,NA,22.3,20.6,1.7,NA,NA,0.8,0.8,15.7,1.3,0,0.2,NA,NA,0.3,1.7,1,NA,0.4,10.6,20.9,31.5,38.3,4948,Timor-Leste 2009-2010 Demographic and Health Survey,DHS,,NA,NA,NA,NA,NA,NA,NA,NA
Timor-Leste,626,2016,2016,15-49,MW,Asia,South-eastern Asia,NA,26.1,23.7,2.4,NA,NA,1.4,6.2,11.7,2,0.2,0,NA,NA,0.1,2.2,0.9,NA,1.4,NA,NA,25.3,46.1,6097,Timor-Leste 2016 Demographic and Health Survey (DHS),DHS,,Preliminary data.,NA,NA,NA,NA,Preliminary data.,NA,NA
Togo,768,1988,1988,15-49,MW,Africa,Sub-Saharan Africa,Western Africa,33.9,3.1,30.8,NA,NA,0.6,NA,0.2,0.8,NA,0.4,NA,NA,22.1,0.4,6.4,0.6,2.3,11.7,28.5,40.1,4.2,1946,Togo 1988 Demographic and Health Survey,DHS,,NA,NA,NA,Including abstinence and folk methods.,NA,NA,NA,NA
Togo,768,1998,1998,15-49,MW,Africa,Sub-Saharan Africa,Western Africa,23.5,7,16.5,NA,NA,0.4,0.6,2.1,1,NA,1.5,NA,NA,9.9,1.2,5.4,0.3,1.2,11.4,23.6,35,12,1735,Togo 1998 Demographic and Health Survey,DHS,,NA,NA,NA,Including abstinence and folk methods.,NA,NA,NA,NA
Togo,768,2e3,2e3,15-49,MW,Africa,Sub-Saharan Africa,Western Africa,25.7,13.3,12.4,NA,0.1,0.7,1,3,0.2,4,1.6,0,NA,5.8,2.5,6.2,0.2,0.4,NA,NA,NA,NA,2903,Togo 2000 Multiple Indicator Cluster Survey,MICS,,NA,NA,NA,Including abstinence.,NA,NA,NA,NA
Togo,768,2006,2006,15-49,MW,Africa,Sub-Saharan Africa,Western Africa,16.8,11.6,5.2,NA,0.1,0.3,1,3.3,0.4,0.5,3.8,0,NA,NA,2,4.9,0.1,0.3,NA,NA,NA,NA,669,Togo 2006 Multiple Indicator Cluster Survey,MICS,,NA,NA,NA,NA,NA,NA,NA,NA
Togo,768,2010,2010,15-49,MW,Africa,Sub-Saharan Africa,Western Africa,15.2,13.7,1.6,NA,0.1,0.3,1.7,6,0.2,0.5,2.5,0,0,0.5,2.4,0.9,0,0.1,14.1,23.1,37.2,26.1,5036,Togo 2010 Multiple Indicator Cluster Survey,MICS,,NA,NA,NA,NA,NA,"Infecundity measured, in part, with question on current use of contraception instead of ever use of contraception.",NA,NA
Togo,768,2013,2014,15-49,MW,Africa,Sub-Saharan Africa,Western Africa,19.9,17.2,2.6,NA,NA,0.3,4.7,7.1,0.8,NA,2.1,NA,0,0.1,2.2,2.2,NA,0.3,11.8,21.8,33.6,32.1,5071,Togo 2013-2014 Demographic and Health Survey and MICS,DHS,,NA,NA,NA,NA,NA,NA,NA,NA
Tonga,776,2012,2012,15-49,MW,Oceania,Polynesia,NA,34.1,28.4,5.7,NA,NA,13.9,0,6.7,3.7,0.4,1.6,0,NA,0.1,2.1,3.1,NA,2.5,12,13.2,25.2,47.9,5448,Tonga 2012 Demographic Health Survey (national),National survey,,NA,NA,NA,Including folk methods.,NA,NA,NA,NA
Trinidad and Tobago,780,1970,1971,15-44,MW,Americas,Latin America and the Caribbean,Caribbean,43.6,36.5,9.2,NA,NA,2,NA,0,3,NA,9.8,0.1,0,2.5,17.1,2.4,4.5,4.3,NA,NA,NA,NA,5182,Trinidad and Tobago 1970-1971 Family Planning Survey,National survey,,Figures by method do not add up to the total because some methods are used in combination.,NA,NA,Including abstinence.,NA,NA,NA,NA
Trinidad and Tobago,780,1977,1977,15-49,MW,Americas,Latin America and the Caribbean,Caribbean,60.2,53.4,6.8,NA,NA,5,NA,1.2,2.6,NA,17.5,0.2,0,0.8,21,2.7,5.9,3.3,NA,NA,NA,NA,126,Trinidad and Tobago 1977 World Fertility Survey,WFS,,NA,Data pertain to women exposed to the risk of pregnancy.,NA,Including abstinence and douching.,NA,NA,NA,NA
Trinidad and Tobago,780,1987,1987,15-49,MW,Americas,Latin America and the Caribbean,Caribbean,52.7,44.4,8.2,NA,NA,8.2,NA,0.8,4.4,NA,11.8,0.2,NA,0.3,14,2.6,5,5.3,7.9,8.3,16.1,64.5,1741,Trinidad and Tobago 1987 Demographic and Health Survey,DHS,,NA,NA,NA,Including douching and folk methods.,NA,NA,NA,NA
Trinidad and Tobago,780,2e3,2e3,15-49,MW,Americas,Latin America and the Caribbean,Caribbean,38.2,33.3,4.9,NA,NA,7.2,0.4,0.9,2.2,0.1,11.7,0.2,NA,3,10.2,0.8,0.5,1.1,NA,NA,NA,NA,1938,Trinidad and Tobago 2000 Multiple Indicator Cluster Survey,MICS,,NA,NA,NA,NA,NA,NA,NA,NA
Trinidad and Tobago,780,2006,2006,15-49,MW,Americas,Latin America and the Caribbean,Caribbean,42.5,38.1,4.4,NA,NA,8.4,0.3,2.4,2.5,0.4,13,0.1,NA,1,10.9,1.7,0.1,1.8,20.4,6.3,26.7,55.1,1915,Trinidad and Tobago 2006 Multiple Indicator Cluster Survey,MICS,,NA,NA,NA,NA,NA,"Infecundity measured, in part, with question on current use of contraception instead of ever use of contraception.",NA,NA
Trinidad and Tobago,780,2011,2011,15-49,MW,Americas,Latin America and the Caribbean,Caribbean,40.3,37.6,2.7,NA,0.5,7.9,0.4,2.7,1.7,0,13.2,0.1,NA,0.8,11,1,0.1,0.9,13.5,10.8,24.3,58.2,5037,Trinidad and Tobago 2011 Multiple Indicator Cluster Survey,MICS,,NA,NA,NA,NA,NA,NA,NA,NA
Tunisia,788,1978,1978,15-49,MW,Africa,Northern Africa,NA,31.4,24.7,6.7,NA,NA,7.5,NA,0.1,8.7,NA,1.2,NA,NA,0.9,6.5,3.8,0.7,2,NA,NA,NA,NA,33,Tunisia 1978 World Fertility Survey,WFS,,NA,NA,NA,Including douching.,NA,NA,NA,NA
Tunisia,788,1983,1983,15-49,MW,Africa,Northern Africa,NA,41.1,34.2,6.9,NA,NA,12.5,NA,0.4,13.2,NA,1.3,NA,NA,0.7,5.3,4.4,1.5,1.8,NA,NA,NA,NA,792,Tunisia 1983 Contraceptive Prevalence Survey,CPS,,NA,NA,NA,NA,NA,NA,NA,NA
Tunisia,788,1988,1988,15-49,MW,Africa,Northern Africa,NA,49.8,40.4,9.4,NA,NA,11.5,NA,0.8,17,NA,1.3,NA,1,0.7,8.8,6.3,NA,2.4,NA,NA,NA,NA,1852,Tunisia 1988 Demographic and Health Survey,DHS,,NA,NA,NA,NA,NA,NA,NA,NA
Tunisia,788,1994,1995,15-49,MW,Africa,Northern Africa,NA,60,51,9,NA,NA,14.5,0,1,21.5,NA,1.6,0,NA,0.7,11.1,6,1.3,2.3,NA,NA,NA,NA,814,Tunisia 1994-1995 Maternal and Child Health Survey,PAPCHILD,,NA,NA,NA,NA,NA,NA,NA,NA
Tunisia,788,2e3,2e3,15-49,MW,Africa,Northern Africa,NA,65.5,57.7,7.8,NA,0.1,11.1,0.3,1.9,31.6,1,0.5,0.1,NA,0.5,11,6.9,0.1,0.5,NA,NA,NA,NA,2904,Tunisia 2000 Multiple Indicator Cluster Survey,MICS,,NA,NA,NA,Including breastfeeding.,NA,NA,NA,NA
